data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
4678666,716,ZIM5810,5810,12/13/2017,2017,2,Violence against civilians,Attack,Military Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),MDC-T: Movement for Democratic Change (Tsvangirai Faction); Police Forces of Zimbabwe (2017-),7,17,Southern Africa,Zimbabwe,Mashonaland West,Chegutu,Norton Town Council,Norton,-17.8833,30.7,2,Bulawayo24,Subnational,"After the residents of Chingford Farm, near Norton, successfully registered to vote, with the help of MDC-T activists, soldiers came to the farm and evicted 150 people and beat 4 of the opposition activists.",0,1552576732,ZWE
4678667,716,ZIM5805,5805,12/13/2017,2017,2,Violence against civilians,Attack,Military Forces of Zimbabwe (2017-),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Manicaland,Chipinge,Chipinge Town Council,Chipinge,-20.2,32.6167,2,Bulawayo 24,Subnational,"Villagers in Chipinge were chased away from their homes by soldiers. Many were beaten, some have been hospitalised.",0,1552576732,ZWE
4679162,716,ZIM5809,5809,12/11/2017,2017,1,Violence against civilians,Attack,Police Forces of Zimbabwe (2017-),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Bulawayo,Bulawayo,Bulawayo City Council,Makokoba,-20.1419,28.5753,1,Bulawayo24,Subnational,"After some youths beat up a police officer in Makokoba, the police officer returned with 25 other police officers, who proceeded to teargas the suburb and rampage through the streets, beating civilians indiscriminately.",0,1552576733,ZWE
4679237,716,ZIM5807,5807,12/11/2017,2017,2,Riots,Mob violence,Rioters (Zimbabwe),,5,Police Forces of Zimbabwe (2017-),,1,15,Southern Africa,Zimbabwe,Bulawayo,Bulawayo,Bulawayo City Council,Makokoba,-20.1419,28.5753,1,Bulawayo24,Subnational,"After some youths beat up a police officer in Makokoba, the police officer returned with 25 other police officers, who proceeded to teargas the suburb and rampage through the streets, beating civilians indiscriminately.",0,1552576733,ZWE
4680602,716,ZIM5811,5811,12/6/2017,2017,1,Battles,Armed clash,Police Forces of Zimbabwe (2017-),,1,Military Forces of Zimbabwe (2017-),,1,11,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.05,1,Financial Gazette; Newsday,National,"A police officer opened fire on Police Commissioner Chihuri's house, setting it alight. It is believed that the house was set alight to destroy the finebooks recording illegally-collected traffic fines. The military intervened and engaged in a 3 hour firefight with the police.",0,1552576734,ZWE
4681518,716,ZIM5803,5803,12/1/2017,2017,1,Protests,Peaceful protest,Protesters (Zimbabwe),Health Workers (Zimbabwe),6,,,0,60,Southern Africa,Zimbabwe,Harare,Harare,Chitungwiza Urban,Chitungwiza,-18.0127,31.0756,1,Newsday,National,Nurses in Chitungwiza demonstrated outside the hospital to demand an end to the ongoing maladministration of the hospital.,0,1552576735,ZWE
4681706,716,ZIM5802,5802,11/30/2017,2017,1,Violence against civilians,Attack,MRP: Mthwakazi Republic Party,,3,Civilians (Zimbabwe),ZANU-PF: Zimbabwe African National Union-Patriotic Front,7,37,Southern Africa,Zimbabwe,Bulawayo,Bulawayo,Bulawayo City Council,Bulawayo,-20.15,28.58,1,Bulawayo24,Subnational,"Members of the Mthwakazi Republic Party ambushed a ZANU youth leader, Magura Charumbira in a market in Bulawayo. They beat him up and told him to tell Mnangagwa that he is unwanted in Matabeleland.",0,1552576735,ZWE
4682490,716,ZIM5832,5832,11/27/2017,2017,1,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),MDC-T: Movement for Democratic Change (Tsvangirai Faction),7,37,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Mbare,-17.8581,31.0372,1,local source,Local,An MDC-T supporter was beaten by ZANU-PF supporters because he had received a vending stall in Mbare. They were angry that a member of the opposition had received a vending stall.,0,1552576736,ZWE
4682786,716,ZIM5801,5801,11/26/2017,2017,1,Strategic developments,Looting/property destruction,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),,7,37,Southern Africa,Zimbabwe,Mashonaland Central,Mount Darwin,Pfura RDC,Mt. Darwin,-16.7833,31.5833,2,Bulawayo24,Subnational,"Property destruction: Mnangagwa loyalists led a group of 100 people to the prophet Wimbo's homestead, where they destroyed buildings. Wimbo is accused of supporting the G40 faction.",0,1552576737,ZWE
4682792,716,ZIM5831,5831,11/26/2017,2017,1,Violence against civilians,Attack,Military Forces of Zimbabwe (2017-),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.05,1,local source,Local,Soldiers beat a vendor in Harare CBD.,0,1552576737,ZWE
4682985,716,ZIM5799,5799,11/25/2017,2017,1,Violence against civilians,Attack,Unidentified Armed Group (Zimbabwe),,3,Civilians (Zimbabwe),,7,37,Southern Africa,Zimbabwe,Matabeleland North,Hwange,Victoria Falls Municipality,Victoria Falls,-17.9333,25.8333,1,Newsday,National,A Victoria Falls resident struck a councillor on his head with a brick during a political meeting. The councillor died from the injury.,1,1552576737,ZWE
4683006,716,ZIM5800,5800,11/25/2017,2017,1,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),MDC-T: Movement for Democratic Change (Tsvangirai Faction),7,37,Southern Africa,Zimbabwe,Bulawayo,Bulawayo,Bulawayo City Council,Bulawayo,-20.15,28.58,1,Bulawayo24,Subnational,ZANU youth leader Magura Charumbira attacked and beat an MDCT councillor in the market. He boasted that he is immune from punishment because he is allied to the new president Mnangagwa.,0,1552576737,ZWE
4683008,716,ZIM5830,5830,11/25/2017,2017,1,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),MDC-T: Movement for Democratic Change (Tsvangirai Faction),7,37,Southern Africa,Zimbabwe,Harare,Harare,Chitungwiza Urban,Chitungwiza,-18.0127,31.0756,1,local source,Local,ZANU-PF youths beat an MDC-T supporter with whips. He was accused of supporting the MDC-T.,0,1552576737,ZWE
4683391,716,ZIM5829,5829,11/23/2017,2017,1,Violence against civilians,Attack,Police Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Manicaland,Mutare,Mutare RDC,Marange,-19.25,32.2667,1,local source,Local,2 suspected diamond panners were detained at the Chiadzwa diamond fields in Marange. Dogs were set on them and they were beaten.,0,1552576737,ZWE
4683733,716,ZIM5828,5828,11/22/2017,2017,1,Violence against civilians,Attack,Military Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Waterfalls,-17.9105,30.9922,1,local source,Local,2 men who had visited the house of a churchman associated with the G40 faction were arrested by the military and beaten.,0,1552576738,ZWE
4683645,716,ZIM5827,5827,11/22/2017,2017,1,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),,7,37,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Mbare,-17.8581,31.0372,1,local source,Local,"A man wearing a flag in Mbare was beaten by ZANU-PF supporters in the G40 faction, who accused him of causing trouble in the suburb.",0,1552576738,ZWE
4683714,716,ZIM5798,5798,11/22/2017,2017,2,Protests,Peaceful protest,Protesters (Zimbabwe),,6,,,0,60,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.05,1,The Herald,National,Students from the Christian College of Southern Africa held a protest in Harare to call for an improvement in conditions and an increase in lecturers' wages.,0,1552576738,ZWE
4683942,716,ZIM5826,5826,11/21/2017,2017,1,Violence against civilians,Attack,Military Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.05,1,local source,Local,"A civilian who had participated in celebrations of the resignation of Mugabe was accused of looting goods from Vice President Mphoko's shop, Choppies. The security guards handed him over to the military who detained him in the barracks and beat him.",0,1552576738,ZWE
4683922,716,ZIM5797,5797,11/21/2017,2017,1,Protests,Peaceful protest,Protesters (Zimbabwe),,6,,,0,60,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.05,1,Politicsweb,Other,"Protesters gathered in Africa Unity Square to call for Mugabe's resignation and pray. When the resignation was announced, many more protesters joined, to celebrate the end of his presidency,",0,1552576738,ZWE
4683941,716,ZIM5796,5796,11/21/2017,2017,1,Riots,Violent demonstration,Rioters (Zimbabwe),,5,Military Forces of Zimbabwe (1987-2017),,1,15,Southern Africa,Zimbabwe,Manicaland,Mutare,Mutare City Council,Mutare,-18.9666,32.6667,1,Newsday,National,"When the resignation of Mugabe was announced, crowds flooded into the streets in Mutare to celebrate. Some of the crowds attacked and looted the Choppies supermarkets (owned by Vice President Mphoko). The military dispersed the looters.",0,1552576738,ZWE
4684027,716,ZIM5795,5795,11/20/2017,2017,1,Protests,Peaceful protest,Protesters (Zimbabwe),Students (Zimbabwe),6,,,0,60,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Mt. Pleasant,-17.7769,31.0486,1,Groundup,Other,Students at the University of Zimbabwe held a protest at which they proclaimed that they would refuse to write exams until President Mugabe had left office.,0,1552576738,ZWE
4684170,716,ZIM5794,5794,11/20/2017,2017,1,Protests,Peaceful protest,Protesters (Zimbabwe),,6,,,0,60,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.05,1,News24,National,Protesters gathered in Africa Unity Square to call for Mugabe's resignation and pray.,0,1552576738,ZWE
4684456,716,ZIM5825,5825,11/19/2017,2017,1,Violence against civilians,Attack,Military Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),MDC-T: Movement for Democratic Change (Tsvangirai Faction),7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Mbare,-17.8581,31.0372,1,local source,Local,An MDC-T activist was beaten by soldiers in Mbare. He tried to report the case but the police refused to record it.,0,1552576739,ZWE
4684569,716,ZIM5792,5792,11/18/2017,2017,1,Protests,Peaceful protest,Protesters (Zimbabwe),ZNLWVA: Zimbabwe National Liberation War Veterans Association; MDC-T: Movement for Democratic Change (Tsvangirai Faction); ZANU-PF: Zimbabwe African National Union-Patriotic Front; #Tajamuka/Sesjikile,6,,,0,60,Southern Africa,Zimbabwe,Bulawayo,Bulawayo,Bulawayo City Council,Bulawayo,-20.15,28.58,1,New Zimbabwe,National,Thousands of people marched peacefully in Bulawayo to call for Mugabe to step down.,0,1552576739,ZWE
4684570,716,ZIM5824,5824,11/18/2017,2017,1,Violence against civilians,Attack,Unidentified Armed Group (Zimbabwe),,3,Civilians (Zimbabwe),,7,37,Southern Africa,Zimbabwe,Mashonaland West,Chegutu,Norton Town Council,Kuwadzana,-17.8253,30.9311,1,local source,Local,"A resident of Kuwadzana was returning from the anti-Mugabe march, when he was confronted by 4 men who beat him severely. They told him that Mugabe was the only leader of Zimbabwe.",0,1552576739,ZWE
4684644,716,ZIM5793,5793,11/18/2017,2017,1,Protests,Peaceful protest,Protesters (Zimbabwe),ZNLWVA: Zimbabwe National Liberation War Veterans Association; MDC-T: Movement for Democratic Change (Tsvangirai Faction); ZANU-PF: Zimbabwe African National Union-Patriotic Front; #Tajamuka/Sesjikile,6,,,0,60,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.05,1,New Zimbabwe,National,Hundreds of thousands of protesters marched peacefully in Harare to call on Mugabe to step down.,0,1552576739,ZWE
4684756,716,ZIM5823,5823,11/17/2017,2017,1,Violence against civilians,Attack,Military Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Mashonaland Central,Mazowe,Mazowe RDC,Mazowe,-17.5166,30.9667,1,local source,Local,A woman farmer in Mazowe was beaten by soldiers who were trying to evict her from her farm. When she resisted they beat her.,0,1552576739,ZWE
4684845,716,ZIM5812,5812,11/17/2017,2017,1,Battles,Armed clash,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Police Forces of Zimbabwe (1987-2017),Civilians (Zimbabwe); MDC-T: Movement for Democratic Change (Tsvangirai Faction),1,13,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Mbare,-17.8581,31.0372,1,local source,Local,4 MDC-T youths were beaten by ZANU-PF youths inside the Matapi Police Station in Mbare. Some members of the police were also assaulted. Another MDC-T youth in Mbare was assaulted by ZANU-PF youths on the same day.,0,1552576739,ZWE
4685303,716,ZIM5791,5791,11/15/2017,2017,1,Violence against civilians,Attack,Military Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),Government of Zimbabwe (1987-2017); Military Forces of Zimbabwe (1987-2017) Central Intelligence Organization; ZANU-PF: Zimbabwe African National Union-Patriotic Front,7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.05,1,Xinhua; Bulawayo24,Subnational-international,"The Finance Minister, Ignatius Chombo, the CIO director of security, and the leader of the ZANU PF youth were arrested by the military and severely beaten.",0,1552576740,ZWE
4685278,716,ZIM5789,5789,11/15/2017,2017,2,Strategic developments,Arrests,Military Forces of Zimbabwe (1987-2017),,1,Police Forces of Zimbabwe (1987-2017),Military Forces of Zimbabwe (1987-2017) Central Intelligence Organization,1,11,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.05,1,Bulawayo24,Subnational,"Arrests: The military arrested scores of police and CIO officers during Operation Restore Legacy, following the military take-over of Zimbabwe's government.",0,1552576740,ZWE
4685277,716,ZIM5788,5788,11/15/2017,2017,1,Strategic developments,Arrests,Military Forces of Zimbabwe (1987-2017),,1,Government of Zimbabwe (1987-2017),,1,11,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.05,1,New Zimbabwe,National,Arrests: The military of Zimbabwe placed President Mugabe under house arrest and took control of the government.,0,1552576740,ZWE
4685285,716,ZIM5787,5787,11/15/2017,2017,1,Battles,Armed clash,Military Forces of Zimbabwe (1987-2017),,1,Private Security Forces (Zimbabwe),,8,18,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.05,1,New Zimbabwe,National,"When military forces arrived to arrest Finance Minister Ignatius Chombo, his security guards opened fire, causing a shoot-out. 3 guards were killed.",3,1552576740,ZWE
4685247,716,ZIM5790,5790,11/15/2017,2017,2,Strategic developments,Looting/property destruction,Military Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),Government of Zimbabwe (1987-2017),7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.05,1,Bulawayo24,Subnational,Property destruction: The military raided the homes of Ministers Kasukuwere and Moyo during the military take-over. The soldiers fired shots and destroyed property.,0,1552576739,ZWE
4685164,716,ZIM5804,5804,11/15/2017,2017,3,Violence against civilians,Attack,Military Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),ZANU-PF: Zimbabwe African National Union-Patriotic Front,7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.05,1,Bulawayo 24,Subnational,"ZANU-PF G40 leader, Shadreck Mashayamombe, was tortured by soldiers during the military take-over of Zimbabwe.",0,1552576739,ZWE
4685499,716,ZIM5786,5786,11/14/2017,2017,1,Violence against civilians,Attack,Military Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),Journalists (Zimbabwe),7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.05,1,CNBC,Regional,"The military beat 2 reporters at the national broadcasting station, prior to taking control of the airwaves.",0,1552576740,ZWE
4685491,716,ZIM5813,5813,11/14/2017,2017,1,Riots,Mob violence,Rioters (Zimbabwe),,5,Police Forces of Zimbabwe (1987-2017),,1,15,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.05,1,local source,Local,There were running battles between the vendors and the police in Harare. A vendor was injured when a stone hit him.,0,1552576740,ZWE
4686208,716,ZIM5822,5822,11/11/2017,2017,1,Violence against civilians,Attack,Police Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Manicaland,Mutare,Mutare RDC,Marange,-19.25,32.2667,1,local source,Local,Police at the Marange diamond fields arrested 3 villagers suspected of mining for diamonds. They were severely beaten and then detained for some days.,0,1552576741,ZWE
4686094,716,ZIM5785,5785,11/11/2017,2017,1,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),NAVUZ: National Vendors Union of Zimbabwe,7,37,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Mbare,-17.8581,31.0372,1,Newsday,National,"NAVUZ leader, Sten Zvorwadza, was beaten up by ZANU PF youths in Mbare.",0,1552576740,ZWE
4686095,716,ZIM5821,5821,11/11/2017,2017,1,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),MDC-T: Movement for Democratic Change (Tsvangirai Faction),7,37,Southern Africa,Zimbabwe,Harare,Harare,Epworth Local Board,Epworth,-17.8794,31.1244,1,local source,Local,ZANU-PF youths attacked an MDC-T youth in Epworth because he was wearing MDC-T regalia. They kicked him all over and hit him with sticks.,0,1552576740,ZWE
4686695,716,ZIM5784,5784,11/8/2017,2017,2,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),ZANU-PF: Zimbabwe African National Union-Patriotic Front,7,37,Southern Africa,Zimbabwe,Masvingo,Bikita,Bikita RDC,Bikita,-20.0833,31.6167,1,Newsday,National,The Masvingo Provincial Youth Chairman of ZANU PF and other Masvingo Youth League members beat up a member of the Youth League from a different faction during a meeting to purge Mnangagwa's allies.,0,1552576741,ZWE
4686910,716,ZIM5783,5783,11/8/2017,2017,1,Protests,Peaceful protest,Protesters (Zimbabwe),ZANU-PF: Zimbabwe African National Union-Patriotic Front,6,,,0,60,Southern Africa,Zimbabwe,Bulawayo,Bulawayo,Bulawayo City Council,Makokoba,-20.1419,28.5753,1,Newsday,National,"ZANU PF youth in Makokoba staged a protest against their MP, accusing him of belonging to the fired Vice President's faction.",0,1552576741,ZWE
4686696,716,ZIM5820,5820,11/8/2017,2017,1,Violence against civilians,Attack,Police Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Manicaland,Mutare,Mutare RDC,Marange,-19.25,32.2667,1,local source,Local,"Police at the Marange diamond fields arrested 5 suspected diamond panners. They set dogs on them and then held them for some days, while they beat them.",0,1552576741,ZWE
4687075,716,ZIM5782,5782,11/7/2017,2017,1,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),MDC-T: Movement for Democratic Change (Tsvangirai Faction),7,37,Southern Africa,Zimbabwe,Mashonaland Central,Rushinga,Rushinga RDC,Rushinga,-16.6333,32.0167,2,local source,Local,"ZANU PF youths ordered 3 MDC-T supporters to attend a ZANU PF rally. When they refused, the ZANU youths beat them with knobkerries and kicked them.",0,1552576742,ZWE
4687076,716,ZIM5819,5819,11/7/2017,2017,1,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),MDC-T: Movement for Democratic Change (Tsvangirai Faction),7,37,Southern Africa,Zimbabwe,Mashonaland Central,Rushinga,Rushinga RDC,Rushinga,-16.6333,32.0167,1,local source,Local,ZANU-PF youths beat 4 MDC-T youths who refused to attend a ZANU-PF meeting in Rushinga.,0,1552576742,ZWE
4687681,716,ZIM5818,5818,11/5/2017,2017,1,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),MDC-T: Movement for Democratic Change (Tsvangirai Faction),7,37,Southern Africa,Zimbabwe,Harare,Harare,Epworth Local Board,Epworth,-17.8794,31.1244,1,local source,Local,"ZANU-PF youths beat an MDC-T supporter. When other MDC-T supporters tried to intervene, the ZANU-PF youths beat them too.",0,1552576742,ZWE
4687990,716,ZIM5781,5781,11/4/2017,2017,1,Riots,Violent demonstration,Rioters (Zimbabwe),ZANU-PF: Zimbabwe African National Union-Patriotic Front,5,,,0,50,Southern Africa,Zimbabwe,Bulawayo,Bulawayo,Bulawayo City Council,Bulawayo,-20.15,28.58,1,The Herald,National,A group of ZANU PF youths aligned to the Vice President's faction violently disrupted a ZANU PF rally while the President's wife was speaking. Police are now hunting for the culprits.,0,1552576743,ZWE
4687904,716,ZIM5817,5817,11/4/2017,2017,1,Violence against civilians,Attack,Police Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Manicaland,Mutare,Mutare RDC,Marange,-19.25,32.2667,1,local source,Local,"Police in the Marange diamond fields in Chiadzwa shot a villager in the stomach. He was then detained at the police diamond base for 2 days, where he was beaten regularly.",0,1552576742,ZWE
4688182,716,ZIM5816,5816,11/3/2017,2017,1,Violence against civilians,Attack,Military Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Midlands,Gweru,Vungu RDC,Chiwundura,-19.184,30.0137,1,local source,Local,A soldier beat a man in Chiwundura who had argued about the conduct of the military during the Biometric Voter Registration.,0,1552576743,ZWE
4688782,716,ZIM5779,5779,11/1/2017,2017,2,Riots,Mob violence,Rioters (Zimbabwe),,5,Police Forces of Zimbabwe (1987-2017),,1,15,Southern Africa,Zimbabwe,Midlands,Kwekwe,Zibagwe RDC,Silobela,-18.9833,29.3,2,Newsday,National,"Angry villagers in Silobela rioted and chased away the ZANU PF MP, who they accused of attempting to interfere with the distribution of government-sourced agricultural inputs. He later returned with the Riot Police to control the situation.",0,1552576743,ZWE
4688629,716,ZIM5814,5814,11/1/2017,2017,1,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),,7,37,Southern Africa,Zimbabwe,Mashonaland West,Makonde,Chinhoyi Municipality,Chinhoyi,-17.3666,30.2,2,local source,Local,"ZANU-PF militia attacked and beat 5 people at a farm in Chinhoyi. There is a struggle between the senior ZANU-PF official who moved onto the farm during the land invasions and a new ZANU-PF official who is trying to occupy the farm more recently. The labourers were hired by one of the claimants, and were beaten by supporters of the other claimant.",0,1552576743,ZWE
4688795,716,ZIM5776,5776,11/1/2017,2017,2,Strategic developments,Arrests,Police Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Matabeleland South,Matobo,Matobo RDC,Matobo,-20.4166,28.4833,2,CAJ News,Regional,Arrests: 72 villagers were arrested by police during a mass eviction on Fox Farm in Matobo.,0,1552576743,ZWE
4688796,716,ZIM5815,5815,11/1/2017,2017,1,Violence against civilians,Attack,Police Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.05,1,local source,Local,A police officer beat a vendor in the Harare CBD. The police officer falsely accused the vendor of assaulting a police officer.,0,1552576743,ZWE
4688667,716,ZIM5777,5777,11/1/2017,2017,2,Protests,Peaceful protest,Protesters (Zimbabwe),,6,,,0,60,Southern Africa,Zimbabwe,Harare,Harare,Chitungwiza Urban,Chitungwiza,-18.0127,31.0756,1,Newsday,National,Hundreds of Seventh Day Adventist youths marched through the streets of Chitungwiza to protest drug abuse.,0,1552576743,ZWE
4688785,716,ZIM5778,5778,11/1/2017,2017,2,Riots,Mob violence,Rioters (Zimbabwe),,5,Police Forces of Zimbabwe (1987-2017),,1,15,Southern Africa,Zimbabwe,Mashonaland Central,Mazowe,Mazowe RDC,Mazowe,-17.5166,30.9667,1,Newsday,National,Manzou villagers fought running battles with the police who had come again to attempt to evict them from land claimed by Grace Mugabe.,0,1552576743,ZWE
4688769,716,ZIM5780,5780,11/1/2017,2017,2,Strategic developments,Looting/property destruction,Military Forces of Zimbabwe (1987-2017),Police Forces of Zimbabwe (1987-2017),1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Manicaland,Makoni,Makoni RDC,Headlands,-18.2833,32.05,2,Newsday,National,"Property destruction: 200 settlers were left homeless when security forces, acting under the instructions of JOC, burned down a settlement at Yorkshire C7 Farm, in Headlands.",0,1552576743,ZWE
4689036,716,ZIM5773,5773,10/31/2017,2017,1,Riots,Mob violence,Rioters (Zimbabwe),ZANU-PF: Zimbabwe African National Union-Patriotic Front,5,Civilians (Zimbabwe),ZANU-PF: Zimbabwe African National Union-Patriotic Front,7,57,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.05,1,263 chat,National,"Jah Prayzah, a musician believed to be aligned to a ZANU PF faction, was chased and manhandled by mourners at a funeral, who are believed to be aligned to the other ZANU PF faction.",0,1552576744,ZWE
4689023,716,ZIM5775,5775,10/31/2017,2017,1,Riots,Mob violence,Rioters (Zimbabwe),NAVUZ: National Vendors Union of Zimbabwe,5,Police Forces of Zimbabwe (1987-2017),,1,15,Southern Africa,Zimbabwe,Midlands,Gweru,Gweru City Council,Gweru,-19.45,29.82,1,The Herald,National,There were running battles between the police and the newspaper vendors in Gweru.,0,1552576744,ZWE
4689024,716,ZIM5774,5774,10/31/2017,2017,1,Riots,Mob violence,Rioters (Zimbabwe),NAVUZ: National Vendors Union of Zimbabwe,5,Police Forces of Zimbabwe (1987-2017),,1,15,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.05,1,New Zimbabwe,National,"The police attempted to block a Vendors' Union meeting in the Harare cathedral, but were chased away by the angry vendors.",0,1552576744,ZWE
4690492,716,ZIM5772,5772,10/25/2017,2017,1,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),,7,37,Southern Africa,Zimbabwe,Harare,Harare,Chitungwiza Urban,Chitungwiza,-18.0127,31.0756,1,Bulawayo24,Subnational,"Community workers from a local NGO (Zimbabwe Peace Project), arranged a meeting with the ZANU PF councillor in Chitungwiza to discuss the high levels of violence around the voter registration process. The councillor arrived to the meeting with a group of ZANU PF youths, who beat the NGO workers.",0,1552576745,ZWE
4690493,716,ZIM5771,5771,10/25/2017,2017,1,Riots,Mob violence,Rioters (Zimbabwe),Vigilante Group (Zimbabwe),5,Civilians (Zimbabwe),ZANU-PF: Zimbabwe African National Union-Patriotic Front,7,57,Southern Africa,Zimbabwe,Harare,Harare,Chitungwiza Urban,Chitungwiza,-18.0127,31.0756,1,Bulawayo24,Subnational,"A group of Chitungwiza residents attacked a local ZANU PF leader, who had been responsible for directing the attacks on MDCT supporters in recent weeks.",0,1552576745,ZWE
4690806,716,ZIM5770,5770,10/24/2017,2017,1,Protests,Peaceful protest,Protesters (Zimbabwe),ZANU-PF: Zimbabwe African National Union-Patriotic Front,6,,,0,60,Southern Africa,Zimbabwe,Manicaland,Chipinge,Chipinge Town Council,Chipinge,-20.2,32.6167,1,Bulawayo24,Subnational,"ZANU PF youth league members staged a demonstration in Chipinge against the Manicaland youth league chairperson, Mubuso Chinguno, claiming that he has fraudulently distributed stands and has embezzled party money.",0,1552576746,ZWE
4691207,716,ZIM5769,5769,10/23/2017,2017,1,Riots,Mob violence,Rioters (Zimbabwe),,5,Police Forces of Zimbabwe (1987-2017),,1,15,Southern Africa,Zimbabwe,Midlands,Gweru,Gweru City Council,Gweru,-19.45,29.82,1,Bulawayo24,Subnational,Vendors in Gweru barricaded the roads and pelted the police with stones to resist the police attempts to clear the vendors from the streets. A police officer was injured.,0,1552576746,ZWE
